Theme,Count
"CRISISLEX_O01_WEATHER,7321",2
"CRISISLEX_O01_WEATHER,7378",2
"CRISISLEX_O01_WEATHER,7423",2
"CRISISLEX_O01_WEATHER,8064",2
"CRISISLEX_O01_WEATHER,8241",2
"CRISISLEX_O01_WEATHER,8482",2
"CRISISLEX_O01_WEATHER,8576",2
"CRISISLEX_O01_WEATHER,8634",2
"CRISISLEX_O01_WEATHER,8684",2
"CRISISLEX_O01_WEATHER,8741",2
"CRISISLEX_O01_WEATHER,8791",2
"CRISISLEX_O01_WEATHER,8848",2
"CRISISLEX_O01_WEATHER,9453",2
"CRISISLEX_O01_WEATHER,9651",2
"CRISISLEX_O01_WEATHER,9896",2
"CRISISLEX_O01_WEATHER,9992",2
"CRISISLEX_O01_WEATHER,10052",2
"CRISISLEX_O01_WEATHER,10102",2
"CRISISLEX_O01_WEATHER,10161",2
"CRISISLEX_O01_WEATHER,10211",2
"CRISISLEX_O01_WEATHER,10268",2
"CRISISLEX_O01_WEATHER,10313",2
"CRISISLEX_O01_WEATHER,10842",2
"CRISISLEX_O01_WEATHER,10931",2
"CRISISLEX_O01_WEATHER,11177",2
"CRISISLEX_O01_WEATHER,11273",2
"CRISISLEX_O01_WEATHER,11331",2
"CRISISLEX_O01_WEATHER,11381",2
"CRISISLEX_O01_WEATHER,11438",2
"CRISISLEX_O01_WEATHER,11488",2
"CRISISLEX_O01_WEATHER,11545",2
"CRISISLEX_O01_WEATHER,11709",2
"CRISISLEX_O01_WEATHER,12163",2
"CRISISLEX_O01_WEATHER,12361",2
"CRISISLEX_O01_WEATHER,12606",2
"CRISISLEX_O01_WEATHER,12702",2
"CRISISLEX_O01_WEATHER,12762",2
"CRISISLEX_O01_WEATHER,12812",2
"CRISISLEX_O01_WEATHER,12871",2
"CRISISLEX_O01_WEATHER,12921",2
"CRISISLEX_O01_WEATHER,12978",2
"CRISISLEX_O01_WEATHER,13023",2
"CRISISLEX_O01_WEATHER,13155",2
"CRISISLEX_O01_WEATHER,13600",2
"CRISISLEX_O01_WEATHER,13926",2
"CRISISLEX_O01_WEATHER,14054",2
"CRISISLEX_O01_WEATHER,14107",2
"CRISISLEX_O01_WEATHER,14167",2
"CRISISLEX_O01_WEATHER,14219",2
"CRISISLEX_O01_WEATHER,14278",2
"CRISISLEX_O01_WEATHER,14321",2
"CRISISLEX_O01_WEATHER,14571",2
"CRISISLEX_O01_WEATHER,14932",2
"CRISISLEX_O01_WEATHER,15061",2
"CRISISLEX_O01_WEATHER,15139",2
"CRISISLEX_O01_WEATHER,15227",2
"CRISISLEX_O01_WEATHER,15278",2
"CRISISLEX_O01_WEATHER,15338",2
"CRISISLEX_O01_WEATHER,15705",2
"CRISISLEX_O01_WEATHER,16162",2
"CRISISLEX_O01_WEATHER,16290",2
"CRISISLEX_O01_WEATHER,16536",2
"CRISISLEX_O01_WEATHER,16587",2
"CRISISLEX_O01_WEATHER,16647",2
"CRISISLEX_O01_WEATHER,16699",2
"CRISISLEX_O01_WEATHER,16758",2
"CRISISLEX_O01_WEATHER,16801",2
"CRISISLEX_O01_WEATHER,16851",2
"CRISISLEX_O01_WEATHER,17015",2
"CRISISLEX_O01_WEATHER,17649",2
"CRISISLEX_O01_WEATHER,17773",2
"CRISISLEX_O01_WEATHER,17902",2
"CRISISLEX_O01_WEATHER,17953",2
"CRISISLEX_O01_WEATHER,18013",2
"CRISISLEX_O01_WEATHER,18065",2
"CRISISLEX_O01_WEATHER,18124",2
"CRISISLEX_O01_WEATHER,18167",2
"CRISISLEX_O01_WEATHER,18394",2
"CRISISLEX_O01_WEATHER,18848",2
"CRISISLEX_O01_WEATHER,18935",2
"CRISISLEX_O01_WEATHER,19016",2
"CRISISLEX_O01_WEATHER,19104",2
"CRISISLEX_O01_WEATHER,19155",2
"CRISISLEX_O01_WEATHER,19215",2
"CRISISLEX_O01_WEATHER,19325",2
"CRISISLEX_O01_WEATHER,19603",2
"CRISISLEX_O01_WEATHER,20024",2
"CRISISLEX_O01_WEATHER,20113",2
"CRISISLEX_O01_WEATHER,20359",2
"CRISISLEX_O01_WEATHER,20410",2
"CRISISLEX_O01_WEATHER,20470",2
"CRISISLEX_O01_WEATHER,20520",2
"CRISISLEX_O01_WEATHER,20579",2
"CRISISLEX_O01_WEATHER,20629",2
"CRISISLEX_O01_WEATHER,20686",2
"CRISISLEX_O01_WEATHER,20867",2
"CRISISLEX_O01_WEATHER,21301",2
"CRISISLEX_O01_WEATHER,21390",2
"CRISISLEX_O01_WEATHER,21473",2
"CRISISLEX_O01_WEATHER,21602",2
"CRISISLEX_O01_WEATHER,21653",2
"CRISISLEX_O01_WEATHER,21713",2
"CRISISLEX_O01_WEATHER,21763",2
"CRISISLEX_O01_WEATHER,21822",2
"CRISISLEX_O01_WEATHER,21872",2
"CRISISLEX_O01_WEATHER,21929",2
"CRISISLEX_O01_WEATHER,22196",2
"CRISISLEX_O01_WEATHER,22644",2
"CRISISLEX_O01_WEATHER,22812",2
"CRISISLEX_O01_WEATHER,22899",2
"CRISISLEX_O01_WEATHER,22950",2
"CRISISLEX_O01_WEATHER,23488",2
"CRISISLEX_O01_WEATHER,23893",2
"CRISISLEX_O01_WEATHER,23975",2
"CRISISLEX_O01_WEATHER,24056",2
"CRISISLEX_O01_WEATHER,24146",2
"PROTEST,1226",2
"PROTEST,53",2
"PROTEST,719",2
"PROTEST,2346",2
"PROTEST,1267",2
"PROTEST,511",2
"PROTEST,2398",2
"PROTEST,2704",2
"PROTEST,2929",2
"NATURAL_DISASTER_BITTER_COLD,1192",2
"PROTEST,580",2
"PROTEST,140",2
"PROTEST,569",2
"CRISISLEX_O01_WEATHER,86",2
"WB_1803_TRANSPORT_INFRASTRUCTURE,1242",2
"PROTEST,492",2
"CRISISLEX_O01_WEATHER,1181",2
"PROTEST,2456",2
"WB_667_ICT_INFRASTRUCTURE,335",2
"PROTEST,599",2
"WB_507_ENERGY_AND_EXTRACTIVES,42",2
"WB_507_ENERGY_AND_EXTRACTIVES,201",2
"CRISISLEX_O01_WEATHER,423",2
"PROTEST,184",2
"PROTEST,928",2
"PROTEST,3134",2
"PROTEST,3361",2
"PROTEST,122",2
"PROTEST,56",2
"PROTEST,537",2
"PROTEST,150",2
"PROTEST,1820",2
"PROTEST,2427",2
"CRISISLEX_T04_INFRASTRUCTURE,1059",2
"PROTEST,1342",2
"CRISISLEX_O01_WEATHER,1386",2
"PROTEST,1917",2
"WB_1803_TRANSPORT_INFRASTRUCTURE,1083",2
"PROTEST,105",2
"CRISISLEX_T04_INFRASTRUCTURE,326",2
"PROTEST,649",2
"WB_1803_TRANSPORT_INFRASTRUCTURE,966",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,312",1
"PROTEST,3079",1
"PROTEST,726",1
"PROTEST,518",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2062",1
"CRISISLEX_T04_INFRASTRUCTURE,1767",1
"CRISISLEX_T04_INFRASTRUCTURE,3611",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,6697",1
"CRISISLEX_O01_WEATHER,3894",1
"WB_507_ENERGY_AND_EXTRACTIVES,3331",1
"PROTEST,95",1
"WB_667_ICT_INFRASTRUCTURE,805",1
"WB_667_ICT_INFRASTRUCTURE,1228",1
"WB_667_ICT_INFRASTRUCTURE,1987",1
"TAX_FOODSTAPLES_WHEAT,604",1
"TAX_FOODSTAPLES_WHEAT,1071",1
"TAX_FOODSTAPLES_WHEAT,1870",1
"TAX_FOODSTAPLES_WHEAT,3363",1
"TAX_FOODSTAPLES_WHEAT,4123",1
"PROTEST,3647",1
"PROTEST,1142",1
"PROTEST,3328",1
"NATURAL_DISASTER_BITTER_COLD,3063",1
"PROTEST,796",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,618",1
"PROTEST,1773",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3192",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,123",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1002",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1550",1
"PROTEST,414",1
"WB_507_ENERGY_AND_EXTRACTIVES,1414",1
"WB_507_ENERGY_AND_EXTRACTIVES,2285",1
"WB_507_ENERGY_AND_EXTRACTIVES,2315",1
"WB_507_ENERGY_AND_EXTRACTIVES,1029",1
"TAX_FNCACT_ELECTRICIAN,1287",1
"WB_2026_PREVENTION,4056",1
"CRISISLEX_O01_WEATHER,48",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2224",1
"PROTEST,2748",1
"CRISISLEX_T04_INFRASTRUCTURE,2321",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,830",1
"WB_507_ENERGY_AND_EXTRACTIVES,155",1
"WB_507_ENERGY_AND_EXTRACTIVES,336",1
"WB_507_ENERGY_AND_EXTRACTIVES,359",1
"WB_507_ENERGY_AND_EXTRACTIVES,547",1
"WB_507_ENERGY_AND_EXTRACTIVES,599",1
"WB_507_ENERGY_AND_EXTRACTIVES,1290",1
"WB_667_ICT_INFRASTRUCTURE,221",1
"WB_669_SOFTWARE_INFRASTRUCTURE,221",1
"WB_2026_PREVENTION,5890",1
"WB_507_ENERGY_AND_EXTRACTIVES,3338",1
"WB_667_ICT_INFRASTRUCTURE,3328",1
"WB_667_ICT_INFRASTRUCTURE,240",1
"WB_667_ICT_INFRASTRUCTURE,896",1
"WB_669_SOFTWARE_INFRASTRUCTURE,240",1
"WB_669_SOFTWARE_INFRASTRUCTURE,896",1
"WB_507_ENERGY_AND_EXTRACTIVES,406",1
"WB_525_RENEWABLE_ENERGY,406",1
"NATURAL_DISASTER_BITTER_COLD,4304",1
"NATURAL_DISASTER_SEVERE_COLD,2528",1
"NATURAL_DISASTER_SEVERE_COLD,2758",1
"CRISISLEX_O01_WEATHER,2073",1
"CRISISLEX_T04_INFRASTRUCTURE,2012",1
"ECON_HEATINGOIL,135",1
"WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,472",1
"CRISISLEX_T04_INFRASTRUCTURE,2475",1
"PROTEST,1823",1
"PROTEST,2334",1
"PROTEST,400",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,609",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,719",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,809",1
"CRISISLEX_T04_INFRASTRUCTURE,2006",1
"CRISISLEX_T04_INFRASTRUCTURE,521",1
"CRISISLEX_T04_INFRASTRUCTURE,124",1
"ECON_ELECTRICALGENERATION,4380",1
"CRISISLEX_T04_INFRASTRUCTURE,1777",1
"CRISISLEX_T04_INFRASTRUCTURE,3610",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,6640",1
"CRISISLEX_O01_WEATHER,3893",1
"WB_507_ENERGY_AND_EXTRACTIVES,3330",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,165",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,272",1
"PROTEST,1603",1
"PROTEST,1927",1
"CRISISLEX_T04_INFRASTRUCTURE,662",1
"PROTEST,17629",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,804",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1725",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,216",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1024",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,10288",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,10464",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1019",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1050",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1521",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,4636",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,6106",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,7099",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,8049",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,8198",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,8229",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,8377",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,553",1
"TAX_FOODSTAPLES_WHEAT,1325",1
"NATURAL_DISASTER_SEVERE_COLD,425",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,865",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1006",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1238",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1411",1
"WB_342_INFRASTRUCTURE_FUNDS,1506",1
"WB_507_ENERGY_AND_EXTRACTIVES,3017",1
"PROTEST,4927",1
"CRISISLEX_T04_INFRASTRUCTURE,664",1
"PROTEST,248",1
"CRISISLEX_T04_INFRASTRUCTURE,663",1
"WB_507_ENERGY_AND_EXTRACTIVES,1640",1
"WB_507_ENERGY_AND_EXTRACTIVES,1754",1
"WB_507_ENERGY_AND_EXTRACTIVES,1839",1
"WB_508_POWER_SYSTEMS,5277",1
"WB_510_POWER_TRANSMISSION,5277",1
"NATURAL_DISASTER_SEVERE_COLD,457",1
"WB_667_ICT_INFRASTRUCTURE,11",1
"WB_667_ICT_INFRASTRUCTURE,103",1
"WB_667_ICT_INFRASTRUCTURE,255",1
"WB_667_ICT_INFRASTRUCTURE,454",1
"WB_667_ICT_INFRASTRUCTURE,691",1
"NATURAL_DISASTER_SEVERE_COLD,1641",1
"NATURAL_DISASTER_SEVERE_COLD,1836",1
"NATURAL_DISASTER_SEVERE_COLD,268",1
"NATURAL_DISASTER_SEVERE_COLD,321",1
"CRISISLEX_O01_WEATHER,151",1
"CRISISLEX_O01_WEATHER,1554",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,884",1
"NATURAL_DISASTER_SEVERE_COLD,646",1
"NATURAL_DISASTER_SEVERE_COLD,464",1
"WB_667_ICT_INFRASTRUCTURE,502",1
"WB_667_ICT_INFRASTRUCTURE,1054",1
"WB_667_ICT_INFRASTRUCTURE,1520",1
"WB_667_ICT_INFRASTRUCTURE,2281",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,308",1
"PROTEST,117",1
"TAX_FOODSTAPLES_WHEAT,853",1
"TAX_FOODSTAPLES_WHEAT,1320",1
"TAX_FOODSTAPLES_WHEAT,1437",1
"TAX_FOODSTAPLES_WHEAT,3627",1
"TAX_FOODSTAPLES_WHEAT,3734",1
"TAX_FOODSTAPLES_WHEAT,4541",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,108",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2798",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2847",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2907",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3297",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3403",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3427",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3465",1
"PROTEST,7308",1
"PROTEST,7502",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,2596",1
"WB_2026_PREVENTION,1369",1
"NATURAL_DISASTER_SEVERE_COLD,828",1
"NATURAL_DISASTER_SEVERE_COLD,426",1
"NATURAL_DISASTER_SEVERE_COLD,1671",1
"NATURAL_DISASTER_SEVERE_COLD,1866",1
"NATURAL_DISASTER_SEVERE_COLD,32",1
"NATURAL_DISASTER_SEVERE_COLD,2089",1
"NATURAL_DISASTER_SEVERE_COLD,2282",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,600",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,762",1
"WB_342_INFRASTRUCTURE_FUNDS,856",1
"CRISISLEX_O01_WEATHER,1341",1
"PROTEST,5068",1
"WB_2026_PREVENTION,136",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,291",1
"CRISISLEX_T04_INFRASTRUCTURE,3636",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,415",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,569",1
"WB_342_INFRASTRUCTURE_FUNDS,655",1
"ECON_ELECTRICALGRID,605",1
"PROTEST,2320",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,120888",1
"NATURAL_DISASTER_SEVERE_COLD,327",1
"NATURAL_DISASTER_SEVERE_COLD,1496",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,257",1
"PROTEST,1668",1
"PROTEST,314",1
"CRISISLEX_T04_INFRASTRUCTURE,538",1
"PROTEST,268",1
"CRISISLEX_T04_INFRASTRUCTURE,1784",1
"NATURAL_DISASTER_SEVERE_COLD,324",1
"CRISISLEX_T04_INFRASTRUCTURE,1120",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,866",1
"CRISISLEX_O01_WEATHER,1312",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,601",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,763",1
"WB_342_INFRASTRUCTURE_FUNDS,857",1
"PROTEST,3188",1
"CRISISLEX_O01_WEATHER,1440",1
"PROTEST,701",1
"PROTEST,1318",1
"WB_2026_PREVENTION,4706",1
"WB_2026_PREVENTION,232",1
"NATURAL_DISASTER_SEVERE_COLD,1267",1
"WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,468",1
"WB_351_PAYMENT_AND_MARKET_INFRASTRUCTURE,468",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,743",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,784",1
"NATURAL_DISASTER_SEVERE_COLD,42",1
"NATURAL_DISASTER_SEVERE_COLD,1986",1
"NATURAL_DISASTER_SEVERE_COLD,2181",1
"PROTEST,58",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,293",1
"WB_2026_PREVENTION,1874",1
"PROTEST,1578",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,753",1
"WB_342_INFRASTRUCTURE_FUNDS,842",1
"PROTEST,67",1
"PROTEST,4658",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,10519",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,11130",1
"TAX_FOODSTAPLES_WHEAT,7982",1
"WB_507_ENERGY_AND_EXTRACTIVES,1392",1
"TAX_FOODSTAPLES_WHEAT,967",1
"TAX_FOODSTAPLES_WHEAT,3369",1
"TAX_FOODSTAPLES_WHEAT,3552",1
"TAX_FOODSTAPLES_WHEAT,3602",1
"TAX_FOODSTAPLES_WHEAT,7006",1
"CRISISLEX_T04_INFRASTRUCTURE,4561",1
"WB_2026_PREVENTION,3302",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,284",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,271",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,338",1
"CRISISLEX_T04_INFRASTRUCTURE,1596",1
"CRISISLEX_T04_INFRASTRUCTURE,2007",1
"CRISISLEX_T04_INFRASTRUCTURE,2628",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,81",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,493",1
"NATURAL_DISASTER_SEVERE_COLD,526",1
"NATURAL_DISASTER_SEVERE_COLD,1572",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,277",1
"WB_667_ICT_INFRASTRUCTURE,137",1
"WB_667_ICT_INFRASTRUCTURE,315",1
"WB_667_ICT_INFRASTRUCTURE,563",1
"CRISISLEX_O01_WEATHER,617",1
"CRISISLEX_T04_INFRASTRUCTURE,328",1
"CRISISLEX_T04_INFRASTRUCTURE,911",1
"CRISISLEX_T04_INFRASTRUCTURE,2117",1
"CRISISLEX_T04_INFRASTRUCTURE,1020",1
"CRISISLEX_T04_INFRASTRUCTURE,1135",1
"CRISISLEX_T04_INFRASTRUCTURE,1715",1
"CRISISLEX_T04_INFRASTRUCTURE,2113",1
"NATURAL_DISASTER_SEVERE_COLD,826",1
"PROTEST,1066",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3141",1
"WB_507_ENERGY_AND_EXTRACTIVES,1203",1
"WB_507_ENERGY_AND_EXTRACTIVES,1406",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,2692",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,128",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,195",1
"WB_507_ENERGY_AND_EXTRACTIVES,1087",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,673",1
"SLFID_ECONOMIC_POWER,1154",1
"NATURAL_DISASTER_SEVERE_COLD,1138",1
"NATURAL_DISASTER_SEVERE_COLD,1729",1
"NATURAL_DISASTER_SEVERE_COLD,1924",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,249",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,316",1
"PROTEST,1390",1
"WB_2026_PREVENTION,4607",1
"WB_2026_PREVENTION,5505",1
"PROTEST,754",1
"PROTEST,802",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1147",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1519",1
"PROTEST,1105",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,65",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2496",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2547",1
"CRISISLEX_T04_INFRASTRUCTURE,4290",1
"CRISISLEX_T04_INFRASTRUCTURE,5277",1
"WB_507_ENERGY_AND_EXTRACTIVES,3446",1
"PROTEST,2191",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,309",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,376",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,17",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,79",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,574",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,799",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1169",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1617",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1719",1
"CRISISLEX_T04_INFRASTRUCTURE,160",1
"CRISISLEX_T04_INFRASTRUCTURE,329",1
"CRISISLEX_T04_INFRASTRUCTURE,1052",1
"CRISISLEX_T04_INFRASTRUCTURE,1411",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,163",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,565",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,727",1
"WB_342_INFRASTRUCTURE_FUNDS,821",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1010",1
"CRISISLEX_O01_WEATHER,669",1
"CRISISLEX_O01_WEATHER,1404",1
"CRISISLEX_O01_WEATHER,1653",1
"CRISISLEX_O01_WEATHER,1736",1
"CRISISLEX_O01_WEATHER,1791",1
"CRISISLEX_O01_WEATHER,1840",1
"CRISISLEX_O01_WEATHER,1896",1
"CRISISLEX_O01_WEATHER,1947",1
"CRISISLEX_O01_WEATHER,2057",1
"CRISISLEX_O01_WEATHER,2273",1
"CRISISLEX_O01_WEATHER,2743",1
"CRISISLEX_O01_WEATHER,3233",1
"CRISISLEX_O01_WEATHER,3318",1
"CRISISLEX_O01_WEATHER,3375",1
"CRISISLEX_O01_WEATHER,3426",1
"CRISISLEX_O01_WEATHER,3484",1
"CRISISLEX_O01_WEATHER,3596",1
"CRISISLEX_O01_WEATHER,3648",1
"CRISISLEX_O01_WEATHER,3871",1
"CRISISLEX_O01_WEATHER,4272",1
"CRISISLEX_O01_WEATHER,4463",1
"CRISISLEX_O01_WEATHER,4748",1
"CRISISLEX_O01_WEATHER,4833",1
"CRISISLEX_O01_WEATHER,4890",1
"CRISISLEX_O01_WEATHER,4941",1
"CRISISLEX_O01_WEATHER,4999",1
"CRISISLEX_O01_WEATHER,5052",1
"CRISISLEX_O01_WEATHER,5112",1
"CRISISLEX_O01_WEATHER,5164",1
"CRISISLEX_O01_WEATHER,5375",1
"CRISISLEX_O01_WEATHER,5995",1
"CRISISLEX_O01_WEATHER,6299",1
"CRISISLEX_O01_WEATHER,6384",1
"CRISISLEX_O01_WEATHER,6439",1
"CRISISLEX_O01_WEATHER,6490",1
"CRISISLEX_O01_WEATHER,6548",1
"CRISISLEX_O01_WEATHER,6601",1
"CRISISLEX_O01_WEATHER,6659",1
"CRISISLEX_O01_WEATHER,6711",1
"CRISISLEX_O01_WEATHER,6932",1
"CRISISLEX_O01_WEATHER,7558",1
"CRISISLEX_O01_WEATHER,7860",1
"CRISISLEX_O01_WEATHER,7938",1
"CRISISLEX_O01_WEATHER,7995",1
"CRISISLEX_O01_WEATHER,8046",1
"CRISISLEX_O01_WEATHER,8104",1
"CRISISLEX_O01_WEATHER,8157",1
"CRISISLEX_O01_WEATHER,8217",1
"CRISISLEX_O01_WEATHER,8267",1
"CRISISLEX_O01_WEATHER,8498",1
"CRISISLEX_O01_WEATHER,9112",1
"CRISISLEX_O01_WEATHER,9579",1
"CRISISLEX_O01_WEATHER,9664",1
"CRISISLEX_O01_WEATHER,9721",1
"CRISISLEX_O01_WEATHER,9770",1
"CRISISLEX_O01_WEATHER,9828",1
"CRISISLEX_O01_WEATHER,9988",1
"CRISISLEX_O01_WEATHER,10213",1
"CRISISLEX_O01_WEATHER,10645",1
"CRISISLEX_O01_WEATHER,10836",1
"CRISISLEX_O01_WEATHER,11117",1
"CRISISLEX_O01_WEATHER,11250",1
"CRISISLEX_O01_WEATHER,11301",1
"CRISISLEX_O01_WEATHER,11357",1
"CRISISLEX_O01_WEATHER,11465",1
"CRISISLEX_O01_WEATHER,11515",1
"CRISISLEX_O01_WEATHER,11718",1
"CRISISLEX_O01_WEATHER,12200",1
"CRISISLEX_O01_WEATHER,12389",1
"CRISISLEX_O01_WEATHER,12647",1
"CRISISLEX_O01_WEATHER,12732",1
"CRISISLEX_O01_WEATHER,12789",1
"CRISISLEX_O01_WEATHER,12840",1
"CRISISLEX_O01_WEATHER,12898",1
"CRISISLEX_O01_WEATHER,13058",1
"CRISISLEX_O01_WEATHER,13262",1
"CRISISLEX_O01_WEATHER,13718",1
"CRISISLEX_O01_WEATHER,13909",1
"CRISISLEX_O01_WEATHER,14162",1
"CRISISLEX_O01_WEATHER,14240",1
"CRISISLEX_O01_WEATHER,14297",1
"CRISISLEX_O01_WEATHER,14348",1
"CRISISLEX_O01_WEATHER,14406",1
"CRISISLEX_O01_WEATHER,14457",1
"CRISISLEX_O01_WEATHER,14515",1
"CRISISLEX_O01_WEATHER,14565",1
"CRISISLEX_O01_WEATHER,14781",1
"CRISISLEX_O01_WEATHER,15526",1
"CRISISLEX_O01_WEATHER,15845",1
"CRISISLEX_O01_WEATHER,15987",1
"CRISISLEX_O01_WEATHER,16038",1
"CRISISLEX_O01_WEATHER,16096",1
"CRISISLEX_O01_WEATHER,16147",1
"CRISISLEX_O01_WEATHER,16205",1
"CRISISLEX_O01_WEATHER,16255",1
"CRISISLEX_O01_WEATHER,16492",1
"CRISISLEX_O01_WEATHER,17163",1
"CRISISLEX_O01_WEATHER,17440",1
"CRISISLEX_O01_WEATHER,17525",1
"CRISISLEX_O01_WEATHER,17582",1
"CRISISLEX_O01_WEATHER,17633",1
"CRISISLEX_O01_WEATHER,17691",1
"CRISISLEX_O01_WEATHER,17742",1
"CRISISLEX_O01_WEATHER,17800",1
"CRISISLEX_O01_WEATHER,17850",1
"CRISISLEX_O01_WEATHER,18056",1
"CRISISLEX_O01_WEATHER,18684",1
"CRISISLEX_O01_WEATHER,18972",1
"CRISISLEX_O01_WEATHER,19057",1
"CRISISLEX_O01_WEATHER,19112",1
"CRISISLEX_O01_WEATHER,19163",1
"CRISISLEX_O01_WEATHER,19219",1
"CRISISLEX_O01_WEATHER,19270",1
"CRISISLEX_O01_WEATHER,19328",1
"CRISISLEX_O01_WEATHER,19378",1
